Nombre;Edad;Tr@bajo;Trabajo;Estado_Civil;Nivel_escolaridad;Nivel_escolaridad;Tiene_Credito?;Medio_de_Comunicación;Duracion_ultimo_contacto_seg;Order_D4te;envio23$%3;Segment;Categ;SubCat;V2016;V2017;V2018
gustavo-/espinosa-rodriguez;33;blue-collar;blue-collar;married;primary;primary;no;unknown;21;21/09/17;Express_Aire;Hogares;Tecnología;Papel;26.342;365.017;880.839
ingrid-andrea/patiño-leon;57;retired;retired;single;tertiary;tertiary;no;unknown;724;10/01/16;Regular;Personas;Suplementos_Oficina;Encuadernadores_y_accesorios;52.029;542.306;487.775
camilo-angelina/agudelo-ladino;29;management;management;married;tertiary;tertiary;no;unknown;143;1/02/16;Regular;Hogares;Suplementos_Oficina;Encuadernadores_y_accesorios;62.847;516.442;529.660
ligia-patricia/cendales-rincon;32;services;services;married;secondary;secondary;no;unknown;197;5/02/17;Express_Tierra;Hogares;Suplementos_Oficina;Libreros;98.160;772.405;261.698
andrea-patricia/gutierrez-rivadeneira;51;management;management;divorced;tertiary;tertiary;no;unknown;143;26/12/18;Regular;Personas;Muebles;Cuadernos;95.713;149.224;690.046
cesar-/lagos-carvajal;54;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;197;16/02/17;Regular;Startups;Tecnología;Papel;81.826;51.837;493.809
wilder-/gonzalez-figueroa;45;technician;technician;married;secondary;secondary;no;unknown;536;1/03/18;Express_Tierra;Hogares;Muebles;Sillas;10.247;355.480;154.742
alcira-andrea/lozano-perea;35;management;management;single;tertiary;tertiary;no;unknown;12;19/08/17;Regular;Personas;Suplementos_Oficina;Almacenaje_y_Organización;34.099;880.314;1.440
reinaldo-paola/barajas-bejarano;38;admin.;admin.;divorced;secondary;secondary;no;unknown;64;2/09/16;Regular;Startups;Tecnología;Almacenaje_y_Organización;69.800;870.022;636.181
paola-isabel/gomez-guacaneme;43;admin.;admin.;divorced;tertiary;tertiary;no;unknown;254;10/08/18;Regular;Startups;Muebles;Accesorios_Computadoras;31.131;361.161;993.313
nancy-/alfonso-cortes;53;technician;technician;married;secondary;secondary;no;unknown;121;16/04/16;Regular;Corporativo;Muebles;Lapiceros_y_Marcadores;47.994;326.808;313.613
luz-johana/giraldo-solorza;36;blue-collar;blue-collar;married;primary;primary;no;unknown;118;7/12/18;Regular;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;47.899;275.156;628.551
lina-/chaparro-amaya;49;admin.;admin.;divorced;secondary;secondary;no;unknown;447;17/03/18;Regular;Startups;Tecnología;Telefonos_comunicaciones;27.048;270.778;340.222
monica-/perez-peña;39;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;151;11/04/18;Express_Aire;Hogares;Suplementos_Oficina;Accesorios_Computadoras;98.985;236.477;42.330
martha-rosario/espitia-rojas;58;retired;retired;married;primary;primary;no;unknown;114;5/12/18;Regular;Personas;Tecnología;Almacenaje_y_Organización;58.690;828.503;859.783
andrea-marcela/rios-zamora;4;services;services;married;primary;primary;no;unknown;854;28/12/18;Regular;Corporativo;Muebles;Muebles_Oficina;13.891;328.811;93.711
natalia-augusto/cera-garcia;4;management;management;married;secondary;secondary;no;unknown;115;12/01/18;Regular;Corporativo;Tecnología;Encuadernadores_y_accesorios;97.619;938.324;483.123
luz-/cubides-coneo;42;unemployed;unemployed;divorced;secondary;secondary;no;unknown;855;8/03/18;Express_Tierra;Startups;Suplementos_Oficina;Sillas;80.441;588.560;575.146
yulian-liliana/enciso-perea;44;management;management;married;tertiary;tertiary;no;unknown;274;24/08/18;Regular;Startups;Muebles;Encuadernadores_y_accesorios;65.756;986.560;391.949
luz-elvira/ramirez-romero;37;services;services;married;secondary;secondary;no;unknown;43;23/10/16;Regular;Corporativo;Muebles;Cuadernos;9.037;512.714;465.790
amelia-milena/rodriguez-tabares;53;technician;technician;divorced;primary;primary;no;unknown;153;23/07/18;Regular;Hogares;Tecnología;Accesorios_Computadoras;48.613;130.943;520.106
diego-milena/santanilla-peña;38;technician;technician;married;secondary;secondary;no;unknown;264;23/10/17;Regular;Hogares;Muebles;Cuadernos;82.721;374.986;567.083
paola-/ariza-carrero;36;housemaid;housemaid;married;secondary;secondary;no;unknown;251;24/11/18;Regular;Personas;Tecnología;Muebles_Oficina;37.468;338.691;392.090
maria-pilar/murcia-tellez;46;management;management;divorced;tertiary;tertiary;no;unknown;1269;12/07/17;Express_Tierra;Hogares;Muebles;Accesorios;15.156;739.979;712.916
constanza-consuelo/gonzalez-gonzalez;44;management;management;divorced;tertiary;tertiary;no;unknown;119;12/08/16;Express_Tierra;Startups;Tecnología;Sillas;9.864;40.380;672.245
maria-constanza/gonzales-aguilar;32;admin.;admin.;married;secondary;secondary;no;unknown;14;2/02/17;Regular;Personas;Suplementos_Oficina;Papel;92.831;295.605;754.985
andrea-/chaparro-leguizamon;5;blue-collar;blue-collar;married;primary;primary;no;unknown;65;11/07/17;Express_Tierra;Hogares;Suplementos_Oficina;Maquinas_Oficina;72.828;558.161;107.915
gaby-pilar/cuellar-cordoba;39;technician;technician;single;tertiary;tertiary;no;unknown;53;25/04/18;Express_Tierra;Startups;Tecnología;Libreros;90.747;201.452;965.547
gloria-alveiro/villamil-mendez;55;unemployed;unemployed;single;primary;primary;no;unknown;63;27/12/16;Regular;Hogares;Muebles;Encuadernadores_y_accesorios;62.070;818.501;318.757
maria-jose/forero-rojas;35;blue-collar;blue-collar;married;primary;primary;no;unknown;199;9/06/17;Regular;Hogares;Suplementos_Oficina;Accesorios;77.978;139.209;358.514
maria-johana/dominguez-barreto;55;management;management;married;secondary;secondary;no;unknown;75;30/01/16;Express_Aire;Startups;Suplementos_Oficina;Telefonos_comunicaciones;75.367;925.276;131.772
ketty-angel/perez-mosquera;36;blue-collar;blue-collar;married;primary;primary;no;unknown;157;28/05/18;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;37.330;153.522;639.899
gloria-paola/espinosa-tapia;32;management;management;married;tertiary;tertiary;no;unknown;565;24/07/18;Regular;Corporativo;Suplementos_Oficina;Papel;51.838;347.588;271.807
maria-constanza/monroy-bejarano;5;technician;technician;married;secondary;secondary;no;unknown;165;10/05/17;Express_Tierra;Startups;Muebles;Maquinas_Oficina;80.750;250.891;99.540
rosa-patricia/bautista-pinilla;5;management;management;married;tertiary;tertiary;no;unknown;15;27/06/18;Regular;Hogares;Suplementos_Oficina;Almacenaje_y_Organización;5.835;829.546;632.427
luz-lisseth/forero-mahecha;4;management;management;single;tertiary;tertiary;no;unknown;19;18/09/16;Regular;Personas;Suplementos_Oficina;Muebles_Oficina;81.862;206.320;184.218
alvaro-/cabrera-tabares;52;blue-collar;blue-collar;married;primary;primary;no;unknown;6;26/01/16;Regular;Hogares;Suplementos_Oficina;Papel;90.477;249.076;223.379
celmira-jacobo/manosalva-leon;4;admin.;admin.;divorced;secondary;secondary;no;unknown;385;16/09/18;Regular;Startups;Tecnología;Lapiceros_y_Marcadores;10.708;727;113.315
martha-constanza/dominguez-carrero;55;services;services;married;No informa;No informa;no;unknown;868;17/10/17;Regular;Hogares;Tecnología;Lapiceros_y_Marcadores;53.816;813.282;69.579
johanna-patricia/mendoza-vargas;59;retired;retired;married;secondary;secondary;no;unknown;161;14/12/16;Regular;Personas;Suplementos_Oficina;Accesorios;25.408;1.385;824.438
diego-marcela/aguillon-pinilla;51;technician;technician;married;secondary;secondary;no;unknown;448;21/09/16;Express_Tierra;Personas;Muebles;Sillas;98.423;589.952;348.729
sandra-pilar/romero-guacaneme;51;management;management;married;secondary;secondary;no;unknown;137;13/06/18;Regular;Startups;Muebles;Accesorios_Computadoras;74.701;662.773;273.457
reinaldo-/cendales-yepes;36;unemployed;unemployed;single;tertiary;tertiary;no;unknown;155;27/05/17;Regular;Personas;Tecnología;Bandas_Oficina;47.426;31.273;279.871
michael-/lozano-ballen;4;admin.;admin.;married;secondary;secondary;no;unknown;633;8/12/16;Regular;Personas;Suplementos_Oficina;Almacenaje_y_Organización;14.540;756.813;909.575
claudia-yohanna/vergel-martinez;37;self-employed;self-employed;divorced;tertiary;tertiary;no;unknown;51;16/10/16;Regular;Corporativo;Tecnología;Encuadernadores_y_accesorios;64.918;694.280;479.377
gloria-/triviño-pinilla;51;blue-collar;blue-collar;married;secondary;secondary;no;unknown;39;11/11/17;Regular;Hogares;Tecnología;Accesorios_Computadoras;12.502;876.475;962.808
bertha-fernando/herrera-sanabria;58;self-employed;self-employed;married;secondary;secondary;no;unknown;58;5/12/18;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;49.622;383.890;525.177
andrea-cecilia/morales-rodriguez;39;technician;technician;married;tertiary;tertiary;no;unknown;127;15/04/18;Regular;Hogares;Muebles;Encuadernadores_y_accesorios;32.250;54.423;572.006
mirledis-/manzano-tabares;26;blue-collar;blue-collar;single;secondary;secondary;no;unknown;17;24/05/18;Express_Tierra;Startups;Tecnología;Sillas;890;689.378;703.192
sonia-andrea/perez-garcia;41;blue-collar;blue-collar;married;secondary;secondary;no;unknown;28;31/12/18;Express_Aire;Personas;Suplementos_Oficina;Accesorios;18.531;196.455;978.372
leonardo-/rodriguez-giraldo;49;technician;technician;married;primary;primary;no;unknown;129;6/07/17;Regular;Corporativo;Tecnología;Papel;53.438;856.943;886.261
luisa-paola/camacho-beleño;41;entrepreneur;entrepreneur;married;primary;primary;no;unknown;134;4/06/18;Regular;Hogares;Tecnología;Telefonos_comunicaciones;43.855;371.995;212.765
mary-nancy/montenegro-martinez;41;blue-collar;blue-collar;married;secondary;secondary;no;unknown;129;12/03/16;Regular;Startups;Tecnología;Almacenaje_y_Organización;7.440;792.997;133.394
luz-yucely/morales-moreno;34;technician;technician;married;secondary;secondary;no;unknown;184;3/09/16;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;97.248;872.174;65.138
sandra-paola/pinzon-iglesias;49;technician;technician;married;secondary;secondary;no;unknown;371;19/03/18;Regular;Hogares;Tecnología;Cuadernos;78.644;485.213;695.480
sonia-/leon-mahecha;45;admin.;admin.;married;secondary;secondary;no;unknown;145;24/02/17;Regular;Startups;Suplementos_Oficina;Sobres;45.701;549.622;533.770
rosa-alexander/garzon-ramirez;41;services;services;married;secondary;secondary;no;unknown;136;9/10/17;Express_Aire;Startups;Muebles;Bandas_Oficina;67.997;759.649;754.103
fermin-/samper-sanabria;53;management;management;married;tertiary;tertiary;no;unknown;63;20/12/17;Express_Aire;Corporativo;Muebles;Telefonos_comunicaciones;97.539;249.260;968.118
erika-cristina/zambrano-carreño;42;blue-collar;blue-collar;married;secondary;secondary;no;unknown;143;7/11/16;Express_Aire;Personas;Tecnología;Papel;38.915;829.334;639.577
monica-luz/cortina-pinilla;51;management;management;married;tertiary;tertiary;no;unknown;151;31/05/16;Express_Tierra;Hogares;Tecnología;Mesas;90.054;670.249;233.120
andrea-milena/gallo-vanegas;32;blue-collar;blue-collar;married;secondary;secondary;no;unknown;56;14/06/17;Express_Aire;Startups;Suplementos_Oficina;Encuadernadores_y_accesorios;96.362;659.127;688.422
adriana-marcela/melo-toro;47;blue-collar;blue-collar;married;primary;primary;no;unknown;35;17/11/16;Regular;Hogares;Muebles;Papel;74.237;895.258;452.378
diana-/giraldo-becerra;41;admin.;admin.;married;secondary;secondary;no;unknown;298;6/04/16;Regular;Corporativo;Suplementos_Oficina;Accesorios_Computadoras;87.074;146.261;237.644
ligia-liliana/dueñas-mendoza;44;technician;technician;single;secondary;secondary;no;unknown;158;2/11/18;Regular;Startups;Muebles;Lapiceros_y_Marcadores;20.362;448.483;203.729
gloria-/espitia-bejarano;35;technician;technician;single;tertiary;tertiary;no;unknown;47;7/09/18;Regular;Corporativo;Tecnología;Papel;75.264;711.394;84.771
yeimi-alexander/espinosa-sandoval;44;admin.;admin.;married;secondary;secondary;no;unknown;827;22/10/16;Regular;Startups;Muebles;Accesorios_Computadoras;91.561;774.464;958.563
luz-alveiro/prada-gomez;42;entrepreneur;entrepreneur;married;tertiary;tertiary;no;unknown;83;27/01/17;Express_Tierra;Startups;Suplementos_Oficina;Almacenaje_y_Organización;9.280;409.525;899.676
martha-/gonzalez-chaparro;44;blue-collar;blue-collar;single;primary;primary;no;unknown;57;1/06/17;Express_Tierra;Personas;Suplementos_Oficina;Mesas;8.838;339.348;161.367
juan-/barrios-rodriguez;28;blue-collar;blue-collar;single;primary;primary;no;unknown;557;20/02/17;Express_Aire;Corporativo;Tecnología;Accesorios;81.413;479.655;755.323
maria-carolina/perilla-santos;32;blue-collar;blue-collar;married;secondary;secondary;no;unknown;59;15/10/16;Regular;Hogares;Tecnología;Bandas_Oficina;85.176;133.088;392.846
gustavo-ivette/gomez-villamil;44;admin.;admin.;married;secondary;secondary;no;unknown;38;3/01/18;Regular;Personas;Muebles;Lapiceros_y_Marcadores;58.072;603.152;678.528
luis-ronald/niño-gonzalez;34;blue-collar;blue-collar;married;primary;primary;no;unknown;17;4/11/16;Regular;Corporativo;Suplementos_Oficina;Accesorios_Computadoras;50.185;832.004;708.438
adriana-yanetd/reyes-pinilla;37;technician;technician;married;secondary;secondary;no;unknown;45;6/10/17;Regular;Startups;Muebles;Papel;83.246;312.822;815.575
maria-liliana/gomez-vasquez;6;admin.;admin.;married;secondary;secondary;no;unknown;422;15/07/17;Express_Aire;Startups;Muebles;Encuadernadores_y_accesorios;79.591;522.799;646.347
magda-ximena/martinez-laverde;45;services;services;married;secondary;secondary;no;unknown;23;21/10/17;Regular;Corporativo;Suplementos_Oficina;Maquinas_Oficina;99.896;114.678;123.933
-/-garcia;27;technician;technician;married;secondary;secondary;no;unknown;141;30/05/18;Regular;Corporativo;Muebles;Lapiceros_y_Marcadores;34.138;213.350;372.562
natalia-marina/mendez-garcia;24;admin.;admin.;single;secondary;secondary;no;unknown;76;6/08/17;Regular;Startups;Muebles;Papel;70.771;313.757;56.158
reinaldo-/arroyave-muñoz;35;technician;technician;divorced;secondary;secondary;no;unknown;691;20/01/16;Express_Aire;Personas;Muebles;Papel;47.900;233.656;561.338
madian-patricia/manjarres-bejarano;52;admin.;admin.;married;primary;primary;no;unknown;141;31/12/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;9.853;991.383;619.977
adriana-susana/triviño-corredor;45;blue-collar;blue-collar;married;secondary;secondary;no;unknown;251;11/03/17;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;12.535;757.687;599.579
laura-fernando/sanchez-aragon;29;services;services;married;secondary;secondary;no;unknown;238;3/04/17;Regular;Startups;Tecnología;Accesorios_Computadoras;16.759;372.741;695.445
norma-luz/velasquez-sanabria;34;technician;technician;divorced;secondary;secondary;no;unknown;197;17/02/18;Regular;Hogares;Muebles;Accesorios_Computadoras;55.508;371.977;955.520
andrea-paola/niño-velasquez;24;technician;technician;single;secondary;secondary;no;unknown;111;11/04/16;Regular;Personas;Tecnología;Almacenaje_y_Organización;76.577;392.212;227.775
diana-/fernanda-zamora;41;admin.;admin.;married;secondary;secondary;no;unknown;84;8/06/17;Regular;Startups;Muebles;Accesorios_Computadoras;39.703;308.607;802.449
elizabeth-jesus/pulido-ramirez;37;management;management;single;tertiary;tertiary;no;unknown;371;27/03/17;Regular;Personas;Muebles;Lapiceros_y_Marcadores;29.186;409.282;770.108
martha-patricia/rios-lemus;51;management;management;divorced;tertiary;tertiary;no;unknown;254;4/11/18;Regular;Corporativo;Suplementos_Oficina;Lapiceros_y_Marcadores;9.483;688.447;484.652
sandra-liliana/castillo-zaque;37;technician;technician;single;secondary;secondary;no;unknown;13;27/09/18;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;12.360;486.807;255.865
luisa-ronald/diaz-agudelo;51;management;management;married;tertiary;tertiary;no;unknown;26;12/12/17;Regular;Startups;Suplementos_Oficina;Papel;32.983;972.258;628.246
michael-patricia/rojas-giraldo;29;self-employed;self-employed;single;tertiary;tertiary;no;unknown;15;22/08/18;Regular;Startups;Suplementos_Oficina;Lapiceros_y_Marcadores;97.930;870.509;675.129
monica-angel/villareal-yaruro;35;blue-collar;blue-collar;married;secondary;secondary;no;unknown;265;20/01/18;Express_Tierra;Hogares;Muebles;Libreros;47.405;990.994;77.765
paola-jhinet/villarreal-moreno;44;technician;technician;married;secondary;secondary;no;unknown;567;20/12/17;Regular;Startups;Tecnología;Telefonos_comunicaciones;87.802;82.358;142.695
jorge-helena/herrera-peña;27;blue-collar;blue-collar;married;secondary;secondary;no;unknown;254;31/05/17;Express_Tierra;Corporativo;Suplementos_Oficina;Maquinas_Oficina;280;910.124;515.558
luz-/perilla-garcia;43;admin.;admin.;married;secondary;secondary;no;unknown;464;6/06/16;Regular;Corporativo;Suplementos_Oficina;Almacenaje_y_Organización;52.877;487.927;998.862
tania-rocio/garcia-torres;32;services;services;married;secondary;secondary;no;unknown;1236;18/06/17;Regular;Startups;Tecnología;Accesorios;25.375;429.222;137.350
fermin-liliana/torrijos-perez;51;housemaid;housemaid;married;tertiary;tertiary;no;unknown;33;2/04/16;Regular;Corporativo;Suplementos_Oficina;Accesorios;55.164;808.103;519.478
fanny-andres/montoya-ramirez;44;technician;technician;married;secondary;secondary;no;unknown;613;23/08/17;Regular;Corporativo;Tecnología;Encuadernadores_y_accesorios;17.177;946.689;82.177
betsabe-beatriz/rico-suarez;45;blue-collar;blue-collar;married;primary;primary;no;unknown;156;23/05/18;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;14.238;356.086;24.711
alvaro-ivette/-sanchez;45;technician;technician;single;No informa;No informa;no;unknown;1212;10/02/17;Express_Aire;Hogares;Muebles;Encuadernadores_y_accesorios;8.794;670.015;182.138
wilder-luz/sanchez-figueroa;57;technician;technician;married;secondary;secondary;no;unknown;2;7/02/18;Regular;Startups;Muebles;Maquinas_Oficina;40.475;351.435;233.640
diana-catalina/rodriguez-bejarano;46;technician;technician;married;secondary;secondary;no;unknown;96;7/03/16;Express_Tierra;Startups;Suplementos_Oficina;Maquinas_Oficina;84.481;340.767;4.668
